,essay,token,lemma,sentence,index,start,pos,sentence_sentiment,token_sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,head_lemma,IOB
4478,3490.txt,only,only,4,2,1438,JJ,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.2272727272727272,0.2272727272727272,custmors-3,JJ,only,only,custmors,0.0002082032063293,custmor,Arg-I
4479,3490.txt,custmors,custmor,4,3,1443,NNS,Negative,Neutral,2,Body,Middle,False,False,False,NP,NP,0.1818181818181818,0.2272727272727272,children-8,NP,NP,VP,toe,0.0002082032063293,child,Arg-I
4480,3490.txt,left,leave,4,4,1452,VBN,Negative,Neutral,2,Body,Middle,False,False,False,S,NP,0.1363636363636363,0.1818181818181818,custmors-3,VP,VBN,VBN,custmors,0.0,custmor,Arg-I
4481,3490.txt,would,would,4,5,1457,MD,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.1818181818181818,0.1363636363636363,children-8,MD,would,would,have,0.0,child,Arg-I
4482,3490.txt,be,be,4,6,1463,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2272727272727272,0.1818181818181818,children-8,VB,be,be,business,0.0,child,Arg-I
4483,3490.txt,the,the,4,7,1466,DT,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.2727272727272727,0.2272727272727272,children-8,DT,the,the,toe,0.001665625650635,child,Arg-I
4484,3490.txt,children,child,4,8,1470,NNS,Negative,Positive,2,Body,Middle,False,False,True,S,NP,0.0909090909090909,0.2727272727272727,children-8,ROOT,S,S,children,0.0012492192379762,child,Arg-I
4485,3490.txt,",",",",4,9,1478,",",Negative,Neutral,2,Body,Middle,True,False,False,S,S,0.0909090909090909,0.0909090909090909,children-8,",",",",",",business,0.0,child,Arg-I
4486,3490.txt,and,and,4,10,1480,CC,Negative,Neutral,2,Body,Middle,False,True,False,S,S,0.0909090909090909,0.0909090909090909,business-16,CC,and,and,business,0.4112013325005205,business,Arg-I
4487,3490.txt,that,that,4,11,1484,DT,Negative,Neutral,2,Body,Middle,False,False,False,S,S,0.1363636363636363,0.0909090909090909,business-16,NP,NP,VP,toe,0.0029148448886112,business,Arg-I
4488,3490.txt,would,would,4,12,1489,MD,Negative,Neutral,2,Body,Middle,False,False,False,VP,S,0.1818181818181818,0.1363636363636363,business-16,MD,would,would,have,0.0997293358317718,business,Arg-I
4489,3490.txt,n't,not,4,13,1494,RB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1818181818181818,0.1818181818181818,business-16,RB,,,,0.0,business,Arg-I
4490,3490.txt,be,be,4,14,1498,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2272727272727272,0.1818181818181818,business-16,VB,be,be,business,0.0,business,Arg-I
4491,3490.txt,much,much,4,15,1501,JJ,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.2727272727272727,0.2272727272727272,business-16,JJ,,,,0.001665625650635,business,Arg-I
4492,3490.txt,business,business,4,16,1506,NN,Negative,Neutral,2,Body,Middle,False,False,True,S,NP,0.0909090909090909,0.2727272727272727,children-8,NN,,,,0.0,child,Arg-I
4493,3490.txt,",",",",4,17,1514,",",Negative,Neutral,2,Body,Middle,True,False,False,S,S,0.0909090909090909,0.0909090909090909,business-16,",",",",",",business,0.0,business,Arg-I
4494,3490.txt,because,because,4,18,1516,IN,Negative,Neutral,2,Body,Middle,False,True,False,VP,S,0.2272727272727272,0.0909090909090909,want-24,IN,,,,0.4112013325005205,want,Arg-I
4495,3490.txt,the,the,4,19,1524,DT,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2272727272727272,0.2272727272727272,parent-20,NP,DT,NNS,,0.0378929835519467,parent,Arg-I
4496,3490.txt,parent,parent,4,20,1528,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.3636363636363636,0.2272727272727272,want-24,NP,,,,0.0012492192379762,want,Arg-I
4497,3490.txt,'s,'s,4,21,1534,POS,Negative,Neutral,2,Body,Middle,False,False,False,VP,NP,0.1818181818181818,0.3636363636363636,parent-20,POS,,,,0.0,parent,Arg-I
4498,3490.txt,would,would,4,22,1537,MD,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1818181818181818,0.1818181818181818,want-24,MD,would,would,have,0.0,want,Arg-I
4499,3490.txt,n't,not,4,23,1542,RB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1818181818181818,0.1818181818181818,want-24,RB,,,,0.0,want,Arg-I
4500,3490.txt,want,want,4,24,1546,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.4090909090909091,0.1818181818181818,business-16,SBAR,,,,0.0,business,Arg-I
4501,3490.txt,to,to,4,25,1551,TO,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.5,0.4090909090909091,stay-26,TO,,,,0.0,stay,Arg-I
4502,3490.txt,stay,stay,4,26,1554,VB,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,VP,0.2727272727272727,0.5,want-24,S,,,,0.0004164064126587,want,Arg-I
4503,3490.txt,because,because,4,27,1559,IN,Negative,Neutral,2,Body,Middle,False,False,False,SBAR,SBAR,0.2727272727272727,0.2727272727272727,have-31,IN,,,,0.0,have,Arg-I
4504,3490.txt,they,they,4,28,1567,PRP,Negative,Neutral,2,Body,Middle,False,False,False,VP,SBAR,0.1818181818181818,0.2727272727272727,have-31,NP,,,,0.0378929835519467,have,Arg-I
4505,3490.txt,would,would,4,29,1572,MD,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1818181818181818,0.1818181818181818,have-31,MD,would,would,have,0.0002082032063293,have,Arg-I
4506,3490.txt,n't,not,4,30,1577,RB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.1818181818181818,0.1818181818181818,have-31,RB,,,,0.0,have,Arg-I
4507,3490.txt,have,have,4,31,1581,VB,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.7272727272727273,0.1818181818181818,stay-26,SBAR,,,,0.0,stay,Arg-I
4508,3490.txt,anything,anything,4,32,1586,NN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.5,0.7272727272727273,have-31,NP,,,,0.0,have,Arg-I
4509,3490.txt,to,to,4,33,1595,IN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.5,0.5,entertain-34,TO,,,,0.0,entertain,Arg-I
4510,3490.txt,entertain,entertain,4,34,1598,VB,Negative,Positive,2,Body,Middle,False,False,False,VP,VP,0.8636363636363636,0.5,have-31,PP,,,,0.0004164064126587,have,Arg-I
4511,3490.txt,them,they,4,35,1608,PRP,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.8636363636363636,0.8636363636363636,entertain-34,NP,,,,0.0,entertain,Arg-I
4512,3490.txt,for,for,4,36,1613,IN,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2272727272727272,0.8636363636363636,toe-38,IN,,,,0.0002082032063293,toe,Arg-I
4513,3490.txt,the,the,4,37,1617,DT,Negative,Neutral,2,Body,Middle,False,False,False,VP,VP,0.2272727272727272,0.2272727272727272,toe-38,NP,DT,NNS,,0.0006246096189881,toe,Arg-I
4514,3490.txt,toe,toe,4,38,1621,NN,Negative,Neutral,2,Body,Middle,False,False,False,NP,VP,0.9545454545454546,0.2272727272727272,entertain-34,PP,,,,0.0012492192379762,entertain,Arg-I
4515,3490.txt,being,be,4,39,1625,VBG,Negative,Neutral,2,Body,Middle,False,False,True,S,NP,0.0909090909090909,0.9545454545454546,toe-38,VBG,,,,0.0,toe,Arg-I
4516,3490.txt,.,.,4,40,1630,.,Negative,Neutral,2,Body,Last,True,False,False,,S,-1.0,0.0909090909090909,children-8,.,.,.,children,0.001665625650635,child,O
4517,3490.txt,There,there,0,1,1632,EX,Neutral,Neutral,3,Conclusion,First,False,True,False,S,,0.1818181818181818,-1.0,are-2,NP,EX,EX,are,0.3485321673953779,be,O
4518,3490.txt,are,be,0,2,1638,VBP,Neutral,Neutral,3,Conclusion,Middle,False,False,False,VP,S,0.2727272727272727,0.1818181818181818,are-2,ROOT,S,S,are,0.0002082032063293,be,O
4519,3490.txt,always,always,0,3,1642,RB,Neutral,Neutral,3,Conclusion,Middle,False,False,False,VP,VP,0.2727272727272727,0.2727272727272727,are-2,ADVP,RB,RB,are,0.001665625650635,be,O
4520,3490.txt,ways,way,0,4,1649,NNS,Neutral,Neutral,3,Conclusion,Middle,False,False,False,NP,VP,0.3636363636363636,0.2727272727272727,are-2,NP,NNS,S,are,0.0,be,O
4521,3490.txt,to,to,0,5,1654,TO,Neutral,Neutral,3,Conclusion,Middle,False,False,False,VP,NP,0.5454545454545454,0.3636363636363636,make-6,TO,to,to,make,0.0,make,O
4522,3490.txt,make,make,0,6,1657,VB,Neutral,Neutral,3,Conclusion,Middle,False,False,False,VP,VP,0.6363636363636364,0.5454545454545454,ways-4,S,VP,VP,side,0.0004164064126587,way,O
4523,3490.txt,both,both,0,7,1662,DT,Neutral,Neutral,3,Conclusion,Middle,False,False,False,NP,VP,0.8181818181818182,0.6363636363636364,side-8,DT,both,both,side,0.0002082032063293,side,O
4524,3490.txt,side,side,0,8,1667,NN,Neutral,Neutral,3,Conclusion,Middle,False,False,False,NP,NP,0.7272727272727273,0.8181818181818182,make-6,NP,NP,PP,side,0.0,make,O
4525,3490.txt,of,of,0,9,1672,IN,Neutral,Neutral,3,Conclusion,Middle,False,False,False,PP,NP,0.8181818181818182,0.7272727272727273,fair-12,IN,of,of,fair,0.0,fair,O
4526,3490.txt,the,the,0,10,1675,DT,Neutral,Neutral,3,Conclusion,Middle,False,False,False,NP,PP,0.9090909090909092,0.8181818181818182,fair-12,DT,the,the,fair,0.0004164064126587,fair,O
4527,3490.txt,situatation,situatation,0,11,1679,NN,Neutral,Neutral,3,Conclusion,Middle,False,False,False,NN,NP,1.0,0.9090909090909092,fair-12,situatation,,,,0.0012492192379762,fair,O
4528,3490.txt,fair,fair,0,12,1691,NN,Neutral,Neutral,3,Conclusion,Middle,False,False,True,S,NN,0.1818181818181818,1.0,side-8,PP,IN,NP,side,0.0,side,O
4529,3490.txt,.,.,0,13,1695,.,Neutral,Neutral,3,Conclusion,Last,True,False,False,,S,-1.0,0.1818181818181818,are-2,.,.,.,are,0.0,be,O
4530,3490.txt,I,I,1,1,1697,PRP,Negative,Neutral,3,Conclusion,First,False,True,False,S,,0.1666666666666666,-1.0,believe-5,NP,PRP,PRP,believe,0.3485321673953779,believe,O
4531,3490.txt,just,just,1,2,1699,RB,Negative,Neutral,3,Conclusion,Middle,False,False,False,S,S,0.1666666666666666,0.1666666666666666,believe-5,ADVP,RB,RB,suited,0.0004164064126587,believe,O
4532,3490.txt,do,do,1,3,1704,VBP,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,S,0.25,0.1666666666666666,believe-5,VBP,do,do,thing,0.0,believe,O
4533,3490.txt,n't,not,1,4,1706,RB,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,VP,0.25,0.25,believe-5,RB,n't,n't,believe,0.0002082032063293,believe,O
4534,3490.txt,believe,believe,1,5,1710,VB,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,VP,0.3333333333333333,0.25,believe-5,ROOT,S,S,believe,0.0,believe,O
4535,3490.txt,removing,remove,1,6,1718,VBG,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,VP,0.5,0.3333333333333333,believe-5,S,VP,VP,thing,0.0043722673329169,believe,O
4536,3490.txt,material,material,1,7,1727,NN,Negative,Neutral,3,Conclusion,Middle,False,False,False,NP,VP,0.5833333333333334,0.5,removing-6,NP,NP,ADJP,material,0.0,remove,O
4537,3490.txt,not,not,1,8,1736,RB,Negative,Negative,3,Conclusion,Middle,False,False,False,ADJP,NP,0.6666666666666666,0.5833333333333334,suited-9,RB,not,not,suited,0.0,suit,O
4538,3490.txt,suited,suit,1,9,1740,VBN,Negative,Positive,3,Conclusion,Middle,False,False,False,VP,ADJP,0.3333333333333333,0.6666666666666666,material-7,ADJP,RB,VBN,material,0.0,material,O
4539,3490.txt,for,for,1,10,1747,IN,Negative,Neutral,3,Conclusion,Middle,False,False,False,SBAR,VP,0.4166666666666667,0.3333333333333333,thing-15,IN,for,for,thing,0.0,thing,O
4540,3490.txt,children,child,1,11,1751,NNS,Negative,Positive,3,Conclusion,Middle,False,False,False,S,SBAR,0.5,0.4166666666666667,thing-15,NP,NNS,NNS,thing,0.0006246096189881,thing,O
4541,3490.txt,is,be,1,12,1760,VBZ,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,S,0.5833333333333334,0.5,thing-15,VBZ,is,is,thing,0.0,thing,O
4542,3490.txt,the,the,1,13,1763,DT,Negative,Neutral,3,Conclusion,Middle,False,False,False,NP,VP,0.6666666666666666,0.5833333333333334,thing-15,DT,the,the,thing,0.001665625650635,thing,O
4543,3490.txt,right,right,1,14,1767,JJ,Negative,Positive,3,Conclusion,Middle,False,False,False,NP,NP,0.6666666666666666,0.6666666666666666,thing-15,JJ,right,right,thing,0.0012492192379762,thing,O
4544,3490.txt,thing,thing,1,15,1773,NN,Negative,Neutral,3,Conclusion,Middle,False,False,False,NP,NP,0.6666666666666666,0.6666666666666666,believe-5,SBAR,IN,S,believe,0.0,believe,O
4545,3490.txt,to,to,1,16,1779,TO,Negative,Neutral,3,Conclusion,Middle,False,False,False,VP,NP,0.25,0.6666666666666666,do-17,VP,VB,SBAR,thing,0.0,do,O
4546,3490.txt,do,do,1,17,1782,VB,Negative,Neutral,3,Conclusion,Middle,False,False,True,S,VP,0.1666666666666666,0.25,thing-15,VBP,do,do,thing,0.0004164064126587,thing,O
4547,3490.txt,.,.,1,18,1784,.,Negative,Neutral,3,Conclusion,Last,True,False,False,,S,-1.0,0.1666666666666666,believe-5,.,.,.,believe,0.0002082032063293,believe,O
4548,3491.txt,I,I,0,1,0,PRP,Neutral,Neutral,0,Introduction,First,False,False,False,S,,0.1333333333333333,-1.0,think-5,NP,PRP,PRP,think,0.5,think,O
4549,3491.txt,personally,personally,0,2,2,RB,Neutral,Neutral,0,Introduction,Middle,False,False,False,S,S,0.1333333333333333,0.1333333333333333,think-5,ADVP,RB,RB,censorship,0.0004164064126587,think,O
4550,3491.txt,do,do,0,3,13,VBP,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.2,0.1333333333333333,think-5,VBP,do,do,think,0.0,think,O
4551,3491.txt,nt,not,0,4,15,RB,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.2,0.2,think-5,RB,nt,nt,think,0.0002082032063293,think,O
4552,3491.txt,think,think,0,5,18,VB,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.2666666666666666,0.2,think-5,ROOT,S,S,think,0.0,think,O
4553,3491.txt,there,there,0,6,24,RB,Neutral,Neutral,0,Introduction,Middle,False,False,False,S,VP,0.4,0.2666666666666666,censorship-10,NP,RB,RB,censorship,0.0085363314595044,censorship,O
4554,3491.txt,should,should,0,7,30,MD,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.4666666666666667,0.4,censorship-10,MD,should,should,censorship,0.0002082032063293,censorship,O
4555,3491.txt,be,be,0,8,37,VB,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.5333333333333333,0.4666666666666667,censorship-10,VB,be,be,censorship,0.0,censorship,O
4556,3491.txt,any,any,0,9,40,DT,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.6666666666666666,0.5333333333333333,censorship-10,DT,any,any,censorship,0.001665625650635,censorship,O
4557,3491.txt,censorship,censorship,0,10,44,NN,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.6,0.6666666666666666,think-5,SBAR,S,S,think,0.0,think,O
4558,3491.txt,in,in,0,11,55,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,PP,NP,0.6666666666666666,0.6,books-12,IN,in,in,books,0.0,book,O
4559,3491.txt,books,book,0,12,58,NNS,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.7333333333333333,0.6666666666666666,censorship-10,PP,IN,NP,coming,0.0,censorship,O
4560,3491.txt,coming,come,0,13,64,VBG,Neutral,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.8,0.7333333333333333,books-12,VP,VBG,PP,coming,0.0,book,O
4561,3491.txt,into,into,0,14,71,IN,Neutral,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.8666666666666667,0.8,@CAPS1-16,IN,into,into,@CAPS1,0.0,@caps1,O
4562,3491.txt,a,a,0,15,76,DT,Neutral,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.9333333333333332,0.8666666666666667,@CAPS1-16,DT,a,a,@CAPS1,0.0,@caps1,O
4563,3491.txt,@CAPS1,@caps1,0,16,78,NN,Neutral,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.1333333333333333,0.9333333333333332,coming-13,PP,IN,NP,coming,0.0,come,O
4564,3491.txt,.,.,0,17,84,.,Neutral,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1333333333333333,think-5,.,.,.,think,0.0,think,O
4565,3491.txt,I,I,1,1,86,PRP,Negative,Neutral,0,Introduction,First,False,True,False,S,,0.1333333333333333,-1.0,think-2,NP,PRP,PRP,said,0.3485321673953779,think,O
4566,3491.txt,think,think,1,2,88,VBP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.2,0.1333333333333333,think-2,ROOT,S,S,think,0.0004164064126587,think,O
4567,3491.txt,its,its,1,3,94,PRP$,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.3333333333333333,0.2,matter-16,PRP$,its,its,matter,0.0085363314595044,matter,O
4568,3491.txt,wrong,wrong,1,4,98,JJ,Negative,Negative,0,Introduction,Middle,False,False,False,ADJP,NP,0.4,0.3333333333333333,matter-16,ADJP,JJ,S,think,0.0,matter,O
4569,3491.txt,to,to,1,5,104,TO,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,ADJP,0.5333333333333333,0.4,do-6,TO,to,to,do,0.0,do,O
4570,3491.txt,do,do,1,6,107,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.6,0.5333333333333333,wrong-4,S,VP,VP,said,0.0004164064126587,wrong,O
4571,3491.txt,so,so,1,7,110,RB,Negative,Neutral,0,Introduction,Middle,False,False,True,VP,VP,0.6,0.6,do-6,ADVP,RB,RB,do,0.0002082032063293,do,O
4572,3491.txt,",",",",1,8,112,",",Negative,Neutral,0,Introduction,Middle,True,False,False,VP,VP,0.6,0.6,do-6,",",",",",",do,0.0097855506974807,do,O
4573,3491.txt,because,because,1,9,114,IN,Negative,Neutral,0,Introduction,Middle,False,True,False,SBAR,VP,0.6666666666666666,0.6,read-14,IN,because,because,read,0.4112013325005205,read,O
4574,3491.txt,any,any,1,10,122,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,SBAR,0.8,0.6666666666666666,book-11,DT,any,any,book,0.0378929835519467,book,O
4575,3491.txt,book,book,1,11,126,NN,Negative,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.7333333333333333,0.8,read-14,NP,DT,NN,think,0.0,read,O
4576,3491.txt,should,should,1,12,131,MD,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.8,0.7333333333333333,read-14,MD,should,should,read,0.0,read,O
4577,3491.txt,be,be,1,13,138,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.8666666666666667,0.8,read-14,VB,be,be,read,0.0,read,O
4578,3491.txt,read,read,1,14,141,VBN,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.3333333333333333,0.8666666666666667,do-6,SBAR,IN,S,think,0.001665625650635,do,O
4579,3491.txt,know,know,1,15,146,NN,Negative,Neutral,0,Introduction,Middle,False,False,False,NN,NP,0.4,0.3333333333333333,matter-16,know,,,,0.0,matter,O
4580,3491.txt,matter,matter,1,16,151,NN,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,NN,0.2666666666666666,0.4,think-2,NP,NP,SBAR,said,0.0004164064126587,think,O
4581,3491.txt,what,what,1,17,158,WP,Negative,Neutral,0,Introduction,Middle,False,False,False,SBAR,NP,0.3333333333333333,0.2666666666666666,said-19,WHNP,WP,WP,said,0.0,say,O
4582,3491.txt,is,be,1,18,163,VBZ,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,SBAR,0.4666666666666667,0.3333333333333333,said-19,VBZ,is,is,said,0.0,say,O
4583,3491.txt,said,say,1,19,166,VBN,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.5333333333333333,0.4666666666666667,matter-16,SBAR,WHNP,S,think,0.001665625650635,matter,O
4584,3491.txt,in,in,1,20,171,IN,Negative,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.6,0.5333333333333333,it-21,IN,in,in,it,0.0002082032063293,it,O
4585,3491.txt,it,it,1,21,174,PRP,Negative,Neutral,0,Introduction,Middle,False,False,True,S,PP,0.1333333333333333,0.6,said-19,PP,IN,NP,said,0.0,say,O
4586,3491.txt,.,.,1,22,176,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.1333333333333333,think-2,.,.,.,think,0.0,think,O
4587,3491.txt,Anyone,anyone,2,1,178,NN,Negative,Neutral,0,Introduction,First,False,True,False,NP,,0.3,-1.0,read-11,NP,NP,SBAR,problem,0.3485321673953779,read,O
4588,3491.txt,who,who,2,2,185,WP,Negative,Neutral,0,Introduction,Middle,False,False,False,SBAR,NP,0.4,0.3,has-3,WHNP,WP,WP,has,0.0,have,O
4589,3491.txt,has,have,2,3,189,VBZ,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,SBAR,0.6,0.4,Anyone-1,SBAR,WHNP,S,read,0.0,anyone,O
4590,3491.txt,a,a,2,4,193,DT,Negative,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.8,0.6,problem-5,DT,a,a,problem,0.0,problem,O
4591,3491.txt,problem,problem,2,5,195,NN,Negative,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.7,0.8,has-3,NP,NP,PP,problem,0.0,have,O
4592,3491.txt,with,with,2,6,203,IN,Negative,Neutral,0,Introduction,Middle,False,False,False,PP,NP,0.8,0.7,something-7,IN,with,with,something,0.0,something,O
4593,3491.txt,something,something,2,7,208,NN,Negative,Neutral,0,Introduction,Middle,False,False,False,S,PP,0.2,0.8,problem-5,PP,IN,NP,leave,0.0,problem,O
4594,3491.txt,should,should,2,8,218,MD,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3,0.2,read-11,MD,should,should,read,0.0,read,O
4595,3491.txt,just,just,2,9,225,RB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.3,0.3,read-11,ADVP,RB,RB,leave,0.0,read,O
4596,3491.txt,not,not,2,10,230,RB,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.3,0.3,read-11,RB,not,not,read,0.0,read,O
4597,3491.txt,read,read,2,11,234,VB,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.5,0.3,read-11,ROOT,S,S,read,0.0,read,O
4598,3491.txt,it,it,2,12,239,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.4,0.5,read-11,NP,PRP,PRP,leave,0.0,read,O
4599,3491.txt,and,and,2,13,242,CC,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.4,0.4,leave-14,CC,and,and,leave,0.0,leave,O
4600,3491.txt,leave,leave,2,14,246,VB,Negative,Negative,0,Introduction,Middle,False,False,False,VP,VP,0.5,0.4,read-11,leave,,,,0.0029148448886112,read,O
4601,3491.txt,it,it,2,15,252,PRP,Negative,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.5,0.5,leave-14,NP,PRP,PRP,leave,0.0,leave,O
4602,3491.txt,alone,alone,2,16,255,RB,Negative,Neutral,0,Introduction,Middle,False,False,True,S,VP,0.2,0.5,leave-14,ADVP,,,,0.0,leave,O
4603,3491.txt,.,.,2,17,260,.,Negative,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.2,read-11,.,.,.,read,0.0,read,O
4604,3491.txt,Now,now,0,1,262,RB,Negative,Neutral,1,Conclusion,First,False,True,False,S,,0.1764705882352941,-1.0,ive-2,ADVP,RB,RB,was,0.3485321673953779,ive,O
4605,3491.txt,ive,ive,0,2,266,VB,Negative,Neutral,1,Conclusion,Middle,False,False,False,VP,S,0.2352941176470588,0.1764705882352941,suprised-24,S,ADVP,VP,suprised,0.0,suprise,O
4606,3491.txt,not,not,0,3,270,RB,Negative,Negative,1,Conclusion,Middle,False,False,False,NP,VP,0.3529411764705882,0.2352941176470588,anything-6,RB,not,not,anything,0.0,anything,O
4607,3491.txt,really,really,0,4,274,RB,Negative,Neutral,1,Conclusion,Middle,False,False,False,ADJP,NP,0.4117647058823529,0.3529411764705882,seen-5,RB,really,really,seen,0.0,see,O
4608,3491.txt,seen,see,0,5,281,VBN,Negative,Neutral,1,Conclusion,Middle,False,False,False,NP,ADJP,0.3529411764705882,0.4117647058823529,anything-6,ADJP,RB,VBN,,0.0,anything,O
4609,3491.txt,anything,anything,0,6,286,NN,Negative,Neutral,1,Conclusion,Middle,False,False,False,NP,NP,0.2941176470588235,0.3529411764705882,ive-2,NP,NP,SBAR,was,0.0,ive,O
4610,3491.txt,that,that,0,7,295,WDT,Negative,Neutral,1,Conclusion,Middle,False,False,False,SBAR,NP,0.3529411764705882,0.2941176470588235,'d-9,WHNP,WDT,WDT,'d,0.0,have,O
4611,3491.txt,i,I,0,8,300,PRP,Negative,Neutral,1,Conclusion,Middle,False,False,False,S,SBAR,0.4117647058823529,0.3529411764705882,'d-9,NP,PRP,PRP,was,0.0997293358317718,have,O
4612,3491.txt,'d,have,0,9,301,VBD,Negative,Neutral,1,Conclusion,Middle,False,False,False,VP,S,0.5294117647058824,0.4117647058823529,anything-6,SBAR,WHNP,S,suprised,0.0004164064126587,anything,O
4613,3491.txt,fine,fine,0,10,304,JJ,Negative,Positive,1,Conclusion,Middle,False,False,False,NP,VP,0.5882352941176471,0.5294117647058824,offensive-11,JJ,fine,fine,offensive,0.0,offensive,O
4614,3491.txt,offensive,offensive,0,11,309,NN,Negative,Negative,1,Conclusion,Middle,False,False,True,VP,NP,0.4705882352941176,0.5882352941176471,'d-9,NP,JJ,NN,'d,0.0,have,O
4615,3491.txt,",",",",0,12,318,",",Negative,Neutral,1,Conclusion,Middle,True,False,False,VP,VP,0.4705882352941176,0.4705882352941176,'d-9,",",",",",",'d,0.0,have,O
4616,3491.txt,but,but,0,13,320,CC,Negative,Neutral,1,Conclusion,Middle,False,True,False,VP,VP,0.2352941176470588,0.4705882352941176,ive-14,NP,NP,SBAR,was,0.4112013325005205,ive,O
4617,3491.txt,ive,ive,0,14,324,VBP,Negative,Neutral,1,Conclusion,Middle,False,False,False,VP,VP,0.2352941176470588,0.2352941176470588,'d-9,VB,ive,ive,'d,0.0106183635227982,have,O
4618,3491.txt,read,read,0,15,328,VBN,Negative,Neutral,1,Conclusion,Middle,False,False,False,VP,VP,0.5882352941176471,0.2352941176470588,ive-14,NP,NP,SBAR,was,0.0,ive,O
4619,3491.txt,somethings,something,0,16,333,NNS,Negative,Neutral,1,Conclusion,Middle,False,False,False,VP,VP,0.5882352941176471,0.5882352941176471,read-15,NP,,,,0.0,read,O
4620,3491.txt,with,with,0,17,344,IN,Negative,Neutral,1,Conclusion,Middle,False,False,False,PP,VP,0.6470588235294118,0.5882352941176471,words-18,IN,,,,0.0,word,O
